Member_number,Date,itemDescription
4552,17-10-2015,root vegetables
4552,17-10-2015,whole milk
4552,19-06-2015,pork
4552,19-06-2015,soda
4552,19-06-2015,yogurt
4553,04-11-2014,other vegetables
4553,04-11-2014,pot plants
4553,04-11-2014,salty snack
4553,04-11-2014,yogurt
4553,13-06-2015,baking powder
4553,13-06-2015,coffee
4553,13-06-2015,curd
4554,16-07-2015,citrus fruit
4554,16-07-2015,male cosmetics
4554,16-07-2015,tropical fruit
4554,18-07-2014,margarine
4554,18-07-2014,white bread
4554,20-07-2014,napkins
4554,20-07-2014,whole milk
4554,27-08-2015,root vegetables
4554,27-08-2015,whole milk
4555,07-11-2015,canned beer
4555,07-11-2015,citrus fruit
4555,07-11-2015,whole milk
4555,07-11-2015,yogurt
4555,09-07-2015,citrus fruit
4555,09-07-2015,soda
4555,19-12-2014,brown bread
4555,19-12-2014,chocolate
4555,23-07-2015,other vegetables
4555,23-07-2015,pip fruit
4555,23-07-2015,tropical fruit
4555,23-07-2015,whole milk
4555,31-03-2015,pip fruit
4555,31-03-2015,specialty chocolate
4556,04-11-2014,ham
4556,04-11-2014,other vegetables
4556,10-01-2015,canned beer
4556,10-01-2015,pip fruit
4556,12-10-2014,whipped/sour cream
4556,12-10-2014,yogurt
4556,17-08-2015,butter milk
4556,17-08-2015,hard cheese
4556,17-08-2015,long life bakery product
4557,11-01-2014,soda
4557,11-01-2014,tropical fruit
4557,12-08-2014,rum
4557,12-08-2014,yogurt
4557,14-07-2014,coffee
4557,14-07-2014,napkins
4557,19-10-2015,packaged fruit/vegetables
4557,19-10-2015,turkey
4558,03-04-2015,dental care
4558,03-04-2015,pork
4558,05-04-2015,tropical fruit
4558,05-04-2015,whipped/sour cream
4558,27-08-2014,UHT-milk
4558,27-08-2014,other vegetables
4559,01-09-2014,frozen vegetables
4559,01-09-2014,frozen vegetables
4559,01-09-2014,rolls/buns
4559,07-02-2015,ice cream
4559,07-02-2015,whole milk
4559,12-05-2015,canned beer
4559,12-05-2015,coffee
4559,12-05-2015,yogurt
4559,16-03-2015,hard cheese
4559,16-03-2015,whole milk
4560,01-07-2015,bottled beer
4560,01-07-2015,other vegetables
4560,03-07-2015,frankfurter
4560,03-07-2015,waffles
4561,04-09-2014,grapes
4561,04-09-2014,tropical fruit
4561,18-06-2014,UHT-milk
4561,18-06-2014,whole milk
4561,25-02-2014,fruit/vegetable juice
4561,25-02-2014,oil
4561,25-02-2014,rolls/buns
4561,27-01-2014,berries
4561,27-01-2014,pastry
4562,06-11-2014,newspapers
4562,06-11-2014,rolls/buns
4562,26-05-2014,female sanitary products
4562,26-05-2014,soda
4563,14-05-2015,canned beer
4563,14-05-2015,grapes
4563,14-05-2015,pastry
4563,14-05-2015,sparkling wine
4563,16-05-2015,pork
4563,16-05-2015,whole milk
4563,20-05-2014,margarine
4563,20-05-2014,root vegetables
4563,27-06-2015,other vegetables
4563,27-06-2015,pip fruit
4563,28-01-2014,baking powder
4563,28-01-2014,frozen fish
4564,04-11-2015,curd
4564,04-11-2015,ice cream
4564,06-07-2014,newspapers
4564,06-07-2014,shopping bags
4564,08-07-2015,nuts/prunes
4564,08-07-2015,rolls/buns
4564,08-07-2015,sausage
4564,08-07-2015,whole milk
4564,11-10-2014,bottled beer
4564,11-10-2014,brown bread
4564,11-10-2014,hamburger meat
4564,11-10-2014,yogurt
4564,13-06-2015,cat food
4564,13-06-2015,pip fruit
4564,13-06-2015,white bread
4564,29-01-2014,shopping bags
4564,29-01-2014,whipped/sour cream
4565,30-12-2015,canned beer
4565,30-12-2015,canned beer
4566,10-03-2015,butter
4566,10-03-2015,canned beer
4566,13-04-2014,hard cheese
4566,13-04-2014,white bread
4566,16-09-2014,shopping bags
4566,16-09-2014,tropical fruit
4566,27-07-2015,frankfurter
4566,27-07-2015,pastry
4566,30-08-2015,napkins
4566,30-08-2015,pastry
4566,30-08-2015,whipped/sour cream
4566,31-10-2014,misc. beverages
4566,31-10-2014,red/blush wine
4567,01-05-2014,red/blush wine
4567,01-05-2014,whipped/sour cream
4567,02-10-2015,hamburger meat
4567,02-10-2015,root vegetables
4567,04-08-2015,frankfurter
4567,04-08-2015,whole milk
4567,10-09-2015,rolls/buns
4567,10-09-2015,tropical fruit
4567,16-03-2014,other vegetables
4567,16-03-2014,specialty chocolate
4567,31-05-2014,bottled water
4567,31-05-2014,coffee
4569,24-12-2014,abrasive cleaner
4569,24-12-2014,bottled beer
4569,24-12-2014,other vegetables
4569,27-07-2015,butter milk
4569,27-07-2015,pip fruit
4569,27-07-2015,root vegetables
4569,27-07-2015,sausage
4569,27-07-2015,sausage
4569,27-07-2015,sliced cheese
4569,28-07-2014,cereals
4569,28-07-2014,hamburger meat
4569,28-07-2014,pastry
4570,04-04-2014,canned beer
4570,04-04-2014,canned vegetables
4570,04-04-2014,other vegetables
4570,04-04-2014,soda
4570,22-08-2015,chicken
4570,22-08-2015,tropical fruit
4571,03-03-2015,bottled water
4571,03-03-2015,newspapers
4571,05-04-2015,citrus fruit
4571,05-04-2015,napkins
4571,25-08-2014,UHT-milk
4571,25-08-2014,dessert
4572,02-08-2015,UHT-milk
4572,02-08-2015,pip fruit
4572,19-08-2015,beverages
4572,19-08-2015,butter milk
4572,19-08-2015,fruit/vegetable juice
4572,19-08-2015,whole milk
4572,27-06-2014,cat food
4572,27-06-2014,roll products 
4572,29-10-2015,bottled beer
4572,29-10-2015,chocolate
4572,29-10-2015,coffee
4572,29-10-2015,pastry
4572,29-10-2015,rolls/buns
4572,29-10-2015,rolls/buns
4572,29-10-2015,sausage
4572,29-10-2015,whole milk
4572,30-10-2014,other vegetables
4572,30-10-2014,rolls/buns
4573,08-06-2014,pot plants
4573,08-06-2014,whole milk
4573,10-10-2015,frankfurter
4573,10-10-2015,margarine
4573,10-10-2015,whole milk
4573,11-03-2014,other vegetables
4573,11-03-2014,sliced cheese
4573,23-12-2015,rolls/buns
4573,23-12-2015,sausage
4573,24-03-2014,sliced cheese
4573,24-03-2014,soda
4573,24-03-2014,soft cheese
4573,25-01-2015,curd
4573,25-01-2015,pork
4573,28-05-2015,frankfurter
4573,28-05-2015,packaged fruit/vegetables
4574,01-05-2014,bottled water
4574,01-05-2014,other vegetables
4574,01-05-2014,seasonal products
4574,03-10-2015,frozen vegetables
4574,03-10-2015,pastry
4574,18-04-2014,instant coffee
4574,18-04-2014,pastry
4574,18-04-2014,soft cheese
4574,18-04-2014,yogurt
4574,22-11-2014,bottled beer
4574,22-11-2014,mayonnaise
4574,22-11-2014,rolls/buns
4574,22-11-2014,specialty fat
4574,27-11-2015,bottled beer
4574,27-11-2015,whole milk
4574,30-11-2015,bottled beer
4574,30-11-2015,frankfurter
4574,30-11-2015,margarine
4574,30-11-2015,mustard
4574,30-11-2015,rolls/buns
4574,30-11-2015,sausage
4575,03-05-2014,rolls/buns
4575,03-05-2014,shopping bags
4575,06-01-2014,mustard
4575,06-01-2014,sausage
4575,08-04-2014,whole milk
4575,08-04-2014,whole milk
4575,10-12-2015,ice cream
4575,10-12-2015,other vegetables
4576,05-08-2015,UHT-milk
4576,05-08-2015,canned fish
4576,05-08-2015,cream cheese 
4576,05-08-2015,frankfurter
4576,05-08-2015,misc. beverages
4576,05-08-2015,nuts/prunes
4576,05-08-2015,root vegetables
4576,05-08-2015,whole milk
4576,17-09-2015,canned beer
4576,17-09-2015,newspapers
4576,18-06-2015,grapes
4576,18-06-2015,meat
4576,21-11-2014,dessert
4576,21-11-2014,napkins
4577,04-11-2015,domestic eggs
4577,04-11-2015,root vegetables
4577,22-06-2014,mayonnaise
4577,22-06-2014,napkins
4577,29-05-2014,frozen meals
4577,29-05-2014,soups
4578,08-09-2014,napkins
4578,08-09-2014,rolls/buns
4578,08-09-2014,yogurt
4578,12-08-2014,root vegetables
4578,12-08-2014,yogurt
4578,13-08-2014,pot plants
4578,13-08-2014,white bread
4578,26-04-2014,root vegetables
4578,26-04-2014,shopping bags
4579,09-01-2015,cream cheese 
4579,09-01-2015,frankfurter
4579,09-01-2015,pip fruit
4579,09-01-2015,whole milk
4579,10-05-2014,butter
4579,10-05-2014,waffles
4579,19-01-2014,candles
4579,19-01-2014,whole milk
4579,19-01-2014,yogurt
4579,28-02-2014,pastry
4579,28-02-2014,whole milk
4579,29-10-2015,curd
4579,29-10-2015,dessert
4579,29-10-2015,misc. beverages
4579,29-10-2015,other vegetables
4579,29-10-2015,root vegetables
4580,12-10-2014,coffee
4580,12-10-2014,soft cheese
4580,29-11-2015,butter
4580,29-11-2015,cream cheese 
4580,29-11-2015,liquor (appetizer)
4580,29-11-2015,onions
4580,29-11-2015,specialty cheese
4580,29-11-2015,whole milk
4581,03-04-2015,onions
4581,03-04-2015,pork
4581,03-04-2015,soda
4581,03-04-2015,tropical fruit
4581,05-08-2014,coffee
4581,05-08-2014,sliced cheese
4582,02-03-2014,other vegetables
4582,02-03-2014,specialty chocolate
4582,13-11-2015,fruit/vegetable juice
4582,13-11-2015,other vegetables
4582,22-06-2014,newspapers
4582,22-06-2014,pork
4582,22-06-2014,root vegetables
4582,23-04-2014,bottled beer
4582,23-04-2014,cat food
4583,06-06-2014,other vegetables
4583,06-06-2014,tropical fruit
4583,23-02-2015,bottled beer
4583,23-02-2015,bottled water
4583,23-02-2015,canned beer
4583,23-02-2015,curd
4583,23-02-2015,dessert
4583,23-02-2015,frozen dessert
4583,23-02-2015,pip fruit
4583,23-02-2015,pork
4584,02-12-2015,beef
4584,02-12-2015,newspapers
4584,09-10-2015,beef
4584,09-10-2015,tropical fruit
4584,22-04-2014,bottled beer
4584,22-04-2014,other vegetables
4584,25-10-2015,chicken
4584,25-10-2015,yogurt
4584,29-08-2014,citrus fruit
4584,29-08-2014,whole milk
4585,01-05-2015,beef
4585,01-05-2015,brown bread
4585,01-05-2015,cat food
4585,01-05-2015,other vegetables
4585,01-05-2015,tropical fruit
4585,16-07-2015,beverages
4585,16-07-2015,oil
4585,16-07-2015,soda
4585,16-07-2015,specialty cheese
4585,16-07-2015,whipped/sour cream
4585,17-05-2014,pastry
4585,17-05-2014,yogurt
4585,18-05-2014,domestic eggs
4585,18-05-2014,shopping bags
4585,28-09-2015,butter milk
4585,28-09-2015,canned beer
4585,28-09-2015,pork
4585,28-09-2015,rolls/buns
4585,28-09-2015,sausage
4585,28-09-2015,whole milk
4585,28-09-2015,yogurt
4586,16-08-2014,rolls/buns
4586,16-08-2014,specialty bar
4586,17-05-2014,red/blush wine
4586,17-05-2014,rolls/buns
4586,26-09-2014,bottled water
4586,26-09-2014,newspapers
4586,26-09-2014,whole milk
4587,23-05-2014,salt
4587,23-05-2014,seasonal products
4588,02-09-2014,detergent
4588,02-09-2014,dishes
4588,02-09-2014,mayonnaise
4588,02-09-2014,other vegetables
4588,08-11-2015,bottled beer
4588,08-11-2015,butter
4588,08-11-2015,coffee
4588,08-11-2015,pastry
4588,28-07-2014,flour
4588,28-07-2014,ham
4588,28-07-2014,whipped/sour cream
4588,30-04-2015,bottled beer
4588,30-04-2015,hard cheese
4588,30-04-2015,newspapers
4588,30-04-2015,soft cheese
4588,30-04-2015,tropical fruit
4588,30-04-2015,tropical fruit
4588,30-04-2015,white wine
4588,30-04-2015,whole milk
4588,30-06-2015,bottled beer
4588,30-06-2015,rolls/buns
4589,08-10-2015,beverages
4589,08-10-2015,napkins
4589,08-10-2015,sausage
4589,08-10-2015,semi-finished bread
4589,08-10-2015,white wine
4589,08-10-2015,whole milk
4589,08-12-2015,beverages
4589,08-12-2015,sausage
4589,09-11-2014,tropical fruit
4589,09-11-2014,whole milk
4589,10-07-2015,frozen vegetables
4589,10-07-2015,soda
4589,10-07-2015,white bread
4589,24-01-2014,candy
4589,24-01-2014,pork
4589,24-01-2014,yogurt
4590,19-08-2014,candy
4590,19-08-2014,soda
4591,11-07-2014,berries
4591,11-07-2014,sliced cheese
4591,13-06-2015,female sanitary products
4591,13-06-2015,onions
4591,13-06-2015,zwieback
4591,15-05-2015,pastry
4591,15-05-2015,pip fruit
4591,15-05-2015,rolls/buns
4591,15-05-2015,yogurt
4592,07-08-2015,domestic eggs
4592,07-08-2015,hamburger meat
4592,08-12-2015,canned fish
4592,08-12-2015,citrus fruit
4592,08-12-2015,oil
4592,08-12-2015,pork
4592,13-07-2015,chewing gum
4592,13-07-2015,citrus fruit
4592,13-07-2015,newspapers
4592,13-07-2015,pastry
4592,20-06-2014,herbs
4592,20-06-2014,newspapers
4592,22-06-2015,chocolate
4592,22-06-2015,whole milk
4592,28-03-2014,other vegetables
4592,28-03-2014,tropical fruit
4593,04-08-2015,margarine
4593,04-08-2015,rolls/buns
4593,07-04-2015,hard cheese
4593,07-04-2015,other vegetables
4593,07-04-2015,pickled vegetables
4593,12-02-2015,cream cheese 
4593,12-02-2015,frankfurter
4593,12-02-2015,other vegetables
4593,18-08-2015,onions
4593,18-08-2015,whipped/sour cream
4594,01-07-2014,other vegetables
4594,01-07-2014,tropical fruit
4594,02-05-2015,meat spreads
4594,02-05-2015,whipped/sour cream
4594,13-07-2014,canned fish
4594,13-07-2014,onions
4594,23-06-2015,butter milk
4594,23-06-2015,cat food
4594,23-06-2015,meat
4594,23-06-2015,pork
4594,24-12-2014,bottled beer
4594,24-12-2014,frozen vegetables
4594,24-12-2014,whole milk
4594,28-05-2014,soda
4594,28-05-2014,tea
4594,28-05-2014,whole milk
4594,28-11-2014,chocolate
4594,28-11-2014,rolls/buns
4595,07-08-2015,frozen meals
4595,07-08-2015,yogurt
4595,11-06-2014,salty snack
4595,11-06-2014,white bread
4596,05-06-2015,bottled water
4596,05-06-2015,sausage
4596,08-04-2015,hamburger meat
4596,08-04-2015,whole milk
4596,19-02-2014,soda
4596,19-02-2014,white wine
4596,22-04-2014,beverages
4596,22-04-2014,canned vegetables
4596,28-10-2014,dessert
4596,28-10-2014,hygiene articles
4597,13-07-2015,frankfurter
4597,13-07-2015,seasonal products
4597,15-04-2014,ice cream
4597,15-04-2014,long life bakery product
4597,17-07-2014,finished products
4597,17-07-2014,whipped/sour cream
4598,05-09-2014,citrus fruit
4598,05-09-2014,pot plants
4598,05-11-2014,pickled vegetables
4598,05-11-2014,root vegetables
4598,05-11-2014,yogurt
4598,14-12-2014,beverages
4598,14-12-2014,curd
4598,18-03-2015,brown bread
4598,18-03-2015,curd
4598,18-11-2015,cream cheese 
4598,18-11-2015,dish cleaner
4598,18-11-2015,frankfurter
4598,18-11-2015,hygiene articles
4598,18-11-2015,mustard
4598,18-11-2015,other vegetables
4598,18-11-2015,root vegetables
4598,18-11-2015,whole milk
4598,18-11-2015,whole milk
4599,21-03-2014,frankfurter
4599,21-03-2014,other vegetables
4599,23-04-2014,chocolate
4599,23-04-2014,pastry
4600,12-02-2015,baking powder
4600,12-02-2015,root vegetables
4600,14-07-2015,beef
4600,14-07-2015,cat food
4600,14-07-2015,domestic eggs
4600,14-07-2015,fruit/vegetable juice
4600,14-07-2015,salty snack
4600,14-07-2015,whipped/sour cream
4600,14-07-2015,whole milk
4600,22-11-2014,berries
4600,22-11-2014,margarine
4601,04-01-2015,pip fruit
4601,04-01-2015,salty snack
4601,05-01-2014,cream cheese 
4601,05-01-2014,pot plants
4601,05-01-2014,yogurt
4601,10-02-2014,other vegetables
4601,10-02-2014,specialty chocolate
4601,12-11-2014,ketchup
4601,12-11-2014,long life bakery product
4601,15-12-2015,cat food
4601,15-12-2015,other vegetables
4601,22-07-2015,pork
4601,22-07-2015,rolls/buns
4601,27-03-2014,root vegetables
4601,27-03-2014,sausage
4602,26-08-2015,beef
4602,26-08-2015,coffee
4602,26-08-2015,frozen vegetables
4603,12-02-2014,brown bread
4603,12-02-2014,cat food
4603,17-11-2014,hygiene articles
4603,17-11-2014,newspapers
4603,17-11-2014,whole milk
4603,18-06-2014,bathroom cleaner
4603,18-06-2014,popcorn
4603,21-01-2015,pork
4603,21-01-2015,root vegetables
4603,21-01-2015,shopping bags
4604,09-12-2015,margarine
4604,09-12-2015,other vegetables
4604,19-12-2014,soda
4604,19-12-2014,specialty chocolate
4605,13-08-2015,bottled water
4605,13-08-2015,yogurt
4605,23-10-2015,frankfurter
4605,23-10-2015,margarine
4605,28-05-2015,butter
4605,28-05-2015,pork
4606,07-11-2014,fruit/vegetable juice
4606,07-11-2014,salt
4606,13-03-2015,canned beer
4606,13-03-2015,grapes
4606,13-03-2015,rolls/buns
4606,13-03-2015,whole milk
4606,15-05-2015,dishes
4606,15-05-2015,whole milk
4606,30-03-2015,bottled beer
4606,30-03-2015,fruit/vegetable juice
4606,30-03-2015,pastry
4606,30-05-2014,candy
4606,30-05-2014,long life bakery product
4607,09-06-2014,pastry
4607,09-06-2014,specialty bar
4607,15-12-2015,ice cream
4607,15-12-2015,margarine
4607,15-12-2015,pastry
4607,15-12-2015,sliced cheese
4607,17-11-2015,soda
4607,17-11-2015,white wine
4608,05-01-2015,canned beer
4608,05-01-2015,fruit/vegetable juice
4608,05-01-2015,hamburger meat
4608,05-01-2015,whole milk
4608,20-07-2014,candy
4608,20-07-2014,cream cheese 
4608,20-07-2014,whole milk
4608,25-11-2015,chocolate
4608,25-11-2015,frozen vegetables
4608,25-11-2015,fruit/vegetable juice
4608,27-04-2015,frankfurter
4608,27-04-2015,ketchup
4609,01-05-2014,beef
4609,01-05-2014,spices
4609,07-11-2015,herbs
4609,07-11-2015,whole milk
4610,18-11-2014,candy
4610,18-11-2014,sliced cheese
4610,19-04-2015,brown bread
4610,19-04-2015,cream cheese 
4610,19-04-2015,curd
4610,19-04-2015,hamburger meat
4610,19-04-2015,pip fruit
4610,19-07-2015,chocolate
4610,19-07-2015,newspapers
4610,19-07-2015,pip fruit
4610,22-01-2015,dessert
4610,22-01-2015,yogurt
4611,08-03-2015,cooking chocolate
4611,08-03-2015,other vegetables
4611,27-08-2015,bottled water
4611,27-08-2015,cereals
4611,27-08-2015,whole milk
4612,08-09-2014,bottled beer
4612,08-09-2014,butter
4612,30-04-2015,other vegetables
4612,30-04-2015,sausage
4613,02-11-2014,packaged fruit/vegetables
4613,02-11-2014,pet care
4613,04-10-2014,butter
4613,04-10-2014,long life bakery product
4613,04-10-2014,newspapers
4613,04-10-2014,rolls/buns
4613,17-05-2015,brown bread
4613,17-05-2015,fruit/vegetable juice
4613,17-05-2015,pork
4613,17-05-2015,shopping bags
4613,17-07-2014,domestic eggs
4613,17-07-2014,fruit/vegetable juice
4614,01-12-2014,newspapers
4614,01-12-2014,sausage
4614,07-06-2015,butter
4614,07-06-2015,pip fruit
4614,23-02-2015,rolls/buns
4614,23-02-2015,root vegetables
4614,24-10-2015,vinegar
4614,24-10-2015,whole milk
4614,25-12-2014,salty snack
4614,25-12-2014,sugar
4615,29-10-2014,canned fish
4615,29-10-2014,whole milk
4615,30-03-2014,frozen potato products
4615,30-03-2014,grapes
4615,30-03-2014,yogurt
4616,01-01-2015,canned beer
4616,01-01-2015,hamburger meat
4616,14-02-2015,condensed milk
4616,14-02-2015,other vegetables
4616,16-08-2015,canned beer
4616,16-08-2015,semi-finished bread
4616,16-10-2014,hard cheese
4616,16-10-2014,pastry
4616,16-10-2014,root vegetables
4616,29-07-2014,ice cream
4616,29-07-2014,whole milk
4616,31-01-2014,Instant food products
4616,31-01-2014,pastry
4617,03-11-2014,coffee
4617,03-11-2014,newspapers
4617,03-11-2014,soft cheese
4617,18-11-2014,berries
4617,18-11-2014,bottled water
4617,18-11-2014,yogurt
4617,24-11-2014,brandy
4617,24-11-2014,brown bread
4617,24-11-2014,whole milk
4618,09-07-2014,cocoa drinks
4618,09-07-2014,sliced cheese
4618,11-01-2014,brown bread
4618,11-01-2014,other vegetables
4618,16-12-2015,butter
4618,16-12-2015,frankfurter
4618,16-12-2015,sliced cheese
4618,18-11-2014,other vegetables
4618,18-11-2014,pickled vegetables
4618,28-02-2014,fruit/vegetable juice
4618,28-02-2014,newspapers
4618,28-02-2014,specialty chocolate
4619,16-06-2015,chicken
4619,16-06-2015,ice cream
4619,27-05-2015,UHT-milk
4619,27-05-2015,tropical fruit
4619,27-05-2015,whole milk
4620,11-03-2015,other vegetables
4620,11-03-2015,sausage
4620,11-03-2015,semi-finished bread
4620,11-03-2015,whole milk
4620,11-03-2015,yogurt
4620,16-03-2014,root vegetables
4620,16-03-2014,shopping bags
4620,23-06-2014,berries
4620,23-06-2014,bottled beer
4621,28-03-2014,chicken
4621,28-03-2014,salt
4622,11-09-2014,shopping bags
4622,11-09-2014,sliced cheese
4622,12-06-2014,chicken
4622,12-06-2014,cream cheese 
4622,18-05-2014,brown bread
4622,18-05-2014,whipped/sour cream
4622,30-05-2014,bottled water
4622,30-05-2014,citrus fruit
4623,05-07-2014,rolls/buns
4623,05-07-2014,salty snack
4623,08-07-2015,sugar
4623,08-07-2015,whipped/sour cream
4623,09-01-2014,newspapers
4623,09-01-2014,white bread
4623,15-10-2014,salty snack
4623,15-10-2014,shopping bags
4623,18-12-2014,brandy
4623,18-12-2014,whole milk
4623,19-11-2014,cat food
4623,19-11-2014,shopping bags
4623,25-06-2014,bottled water
4623,25-06-2014,frozen vegetables
4624,06-06-2014,napkins
4624,06-06-2014,soda
4624,06-06-2014,vinegar
4624,12-06-2014,margarine
4624,12-06-2014,napkins
4624,12-06-2014,soda
4624,12-06-2014,tropical fruit
4624,13-08-2014,coffee
4624,13-08-2014,softener
4624,18-05-2015,pip fruit
4624,18-05-2015,whipped/sour cream
4624,21-08-2014,fruit/vegetable juice
4624,21-08-2014,other vegetables
4624,22-04-2014,frozen vegetables
4624,22-04-2014,pot plants
4624,22-04-2014,yogurt
4624,27-11-2015,candy
4624,27-11-2015,frankfurter
4624,27-11-2015,pastry
4624,27-11-2015,pork
4624,27-11-2015,shopping bags
4624,27-11-2015,sliced cheese
4625,03-01-2014,whipped/sour cream
4625,03-01-2014,white bread
4625,07-04-2015,bottled water
4625,07-04-2015,pasta
4625,07-04-2015,sausage
4626,02-07-2014,pastry
4626,02-07-2014,root vegetables
4626,23-03-2014,canned beer
4626,23-03-2014,potato products
4626,24-12-2015,meat
4626,24-12-2015,rolls/buns
4626,24-12-2015,root vegetables
4627,18-12-2015,canned beer
4627,18-12-2015,curd
4627,22-02-2014,soft cheese
4627,22-02-2014,specialty chocolate
4628,01-05-2014,napkins
4628,01-05-2014,napkins
4628,01-05-2014,whole milk
4628,02-07-2014,bottled water
4628,02-07-2014,coffee
4628,02-07-2014,curd
4628,10-12-2015,bottled beer
4628,10-12-2015,bottled beer
4628,10-12-2015,fish
4628,10-12-2015,soda
4628,11-02-2014,specialty chocolate
4628,11-02-2014,zwieback
4628,15-12-2014,UHT-milk
4628,15-12-2014,ham
4628,28-11-2014,butter
4628,28-11-2014,butter milk
4628,29-11-2015,berries
4628,29-11-2015,citrus fruit
4628,29-11-2015,salty snack
4628,29-11-2015,yogurt
4629,16-11-2015,candy
4629,16-11-2015,citrus fruit
4629,23-11-2014,fruit/vegetable juice
4629,23-11-2014,pickled vegetables
4629,23-11-2014,sugar
4629,23-11-2014,yogurt
4629,24-02-2015,canned vegetables
4629,24-02-2015,whole milk
4629,24-09-2014,shopping bags
4629,24-09-2014,whipped/sour cream
4630,29-06-2014,canned fish
4630,29-06-2014,grapes
4631,25-02-2014,pip fruit
4631,25-02-2014,soda
4632,03-02-2014,rolls/buns
4632,03-02-2014,turkey
4632,04-10-2015,pork
4632,04-10-2015,soda
4632,09-03-2015,onions
4632,09-03-2015,whole milk
4632,18-09-2014,root vegetables
4632,18-09-2014,soda
4632,30-09-2015,canned beer
4632,30-09-2015,frankfurter
4633,13-02-2014,onions
4633,13-02-2014,specialty chocolate
4633,14-04-2015,bottled water
4633,14-04-2015,brown bread
4633,14-04-2015,ham
4633,14-04-2015,yogurt
4633,17-08-2015,chicken
4633,17-08-2015,white bread
4633,26-04-2015,bottled water
4633,26-04-2015,citrus fruit
4633,26-04-2015,pickled vegetables
4633,26-04-2015,rolls/buns
4633,26-04-2015,soda
4633,26-04-2015,tropical fruit
4634,10-05-2014,citrus fruit
4634,10-05-2014,oil
4634,10-05-2014,specialty chocolate
4634,15-05-2015,ham
4634,15-05-2015,pork
4634,15-05-2015,pork
4634,15-05-2015,soda
4634,26-02-2015,hard cheese
4634,26-02-2015,pip fruit
4635,02-02-2014,baking powder
4635,02-02-2014,root vegetables
4635,08-05-2014,bottled water
4635,08-05-2014,whole milk
4635,16-10-2015,butter
4635,16-10-2015,sugar
4635,17-10-2014,margarine
4635,17-10-2014,yogurt
4636,05-01-2015,sauces
4636,05-01-2015,specialty chocolate
4636,05-01-2015,yogurt
4636,10-04-2015,frankfurter
4636,10-04-2015,frozen fish
4636,10-04-2015,ham
4636,10-04-2015,misc. beverages
4636,10-04-2015,photo/film
4636,10-04-2015,specialty chocolate
4636,10-04-2015,tropical fruit
4636,10-04-2015,tropical fruit
4636,26-03-2014,citrus fruit
4636,26-03-2014,other vegetables
4636,26-03-2014,pastry
4636,26-03-2014,whole milk
4636,28-07-2014,salt
4636,28-07-2014,soda
4637,06-12-2014,butter milk
4637,06-12-2014,chicken
4637,07-04-2014,napkins
4637,07-04-2014,pastry
4637,08-12-2014,bottled water
4637,08-12-2014,meat spreads
4637,14-05-2015,liquor
4637,14-05-2015,pastry
4637,14-05-2015,whole milk
4637,28-08-2014,herbs
4637,28-08-2014,rolls/buns
4638,03-11-2014,margarine
4638,03-11-2014,nuts/prunes
4638,11-08-2014,root vegetables
4638,11-08-2014,shopping bags
4638,11-10-2014,photo/film
4638,11-10-2014,whipped/sour cream
4638,19-02-2014,root vegetables
4638,19-02-2014,salty snack
4639,22-11-2014,butter milk
4639,22-11-2014,hygiene articles
4640,03-11-2014,bottled water
4640,03-11-2014,bottled water
4640,03-11-2014,rolls/buns
4640,25-09-2015,pip fruit
4640,25-09-2015,root vegetables
4640,31-01-2015,coffee
4640,31-01-2015,domestic eggs
4640,31-01-2015,shopping bags
4640,31-01-2015,waffles
4641,05-09-2014,cereals
4641,05-09-2014,waffles
4641,06-07-2015,meat
4641,06-07-2015,pip fruit
4641,11-05-2014,bottled water
4641,11-05-2014,whole milk
4641,16-03-2014,root vegetables
4641,16-03-2014,specialty chocolate
4641,29-11-2015,ham
4641,29-11-2015,other vegetables
4642,03-12-2015,rolls/buns
4642,03-12-2015,shopping bags
4642,17-12-2014,domestic eggs
4642,17-12-2014,newspapers
4643,02-12-2015,UHT-milk
4643,02-12-2015,sausage
4643,08-08-2015,cat food
4643,08-08-2015,dessert
4643,08-08-2015,tidbits
4643,09-03-2014,bottled water
4643,09-03-2014,other vegetables
4643,10-08-2015,flour
4643,10-08-2015,ice cream
4643,10-08-2015,photo/film
4643,12-03-2015,coffee
4643,12-03-2015,other vegetables
4643,25-01-2015,bottled beer
4643,25-01-2015,brown bread
4643,25-01-2015,cookware
4643,25-01-2015,whole milk
4644,02-07-2015,brown bread
4644,02-07-2015,misc. beverages
4644,02-07-2015,other vegetables
4644,25-08-2015,Instant food products
4644,25-08-2015,dog food
4644,25-08-2015,hygiene articles
4645,02-06-2014,butter
4645,02-06-2014,chewing gum
4645,04-12-2014,soda
4645,04-12-2014,white bread
4645,05-02-2014,oil
4645,05-02-2014,waffles
4645,06-12-2015,bottled beer
4645,06-12-2015,hamburger meat
4645,06-12-2015,tropical fruit
4645,06-12-2015,yogurt
4645,10-11-2014,baking powder
4645,10-11-2014,yogurt
4645,13-12-2014,brown bread
4645,13-12-2014,other vegetables
4645,25-07-2015,domestic eggs
4645,25-07-2015,fruit/vegetable juice
4645,25-07-2015,whole milk
4645,29-12-2015,organic sausage
4645,29-12-2015,rolls/buns
4645,29-12-2015,soda
4646,11-12-2014,candy
4646,11-12-2014,specialty fat
4646,14-06-2015,frankfurter
4646,14-06-2015,hamburger meat
4646,16-01-2014,shopping bags
4646,16-01-2014,whole milk
